id,aspect,key_behaviour,score
p04,Optimasi Query,Penanganan Kasus Kompleks,4
p04,Optimasi Query,Berbagi Pengetahuan ke Tim,5
p04,Message Queue,Penguasaan Fitur Inti,2
p04,Message Queue,Pemakaian dalam Alur Kerja,2
p04,Message Queue,Troubleshooting Mandiri,1
p04,Message Queue,Optimasi & Otomasi,1
p04,Containerization,Penguasaan Fitur Inti,3
p04,Containerization,Pemakaian dalam Alur Kerja,3
p04,Containerization,Troubleshooting Mandiri,5
p04,Containerization,Optimasi & Otomasi,3
p05,Strategi Korporat,Penguasaan Konsep Dasar,4
p05,Strategi Korporat,Penerapan pada Pekerjaan Harian,4
p05,Strategi Korporat,Penanganan Kasus Kompleks,5
p05,Strategi Korporat,Berbagi Pengetahuan ke Tim,4
p05,Alokasi Modal,Penguasaan Konsep Dasar,5
p05,Alokasi Modal,Penerapan pada Pekerjaan Harian,5
p05,Alokasi Modal,Penanganan Kasus Kompleks,5
p05,Alokasi Modal,Berbagi Pengetahuan ke Tim,5
p05,Tata Kelola,Pemahaman Ketentuan,3
p05,Tata Kelola,Penerapan pada Proses Kerja,3
p05,Tata Kelola,Identifikasi Risiko Kepatuhan,4
p05,Tata Kelola,Dokumentasi & Pelaporan,4
p06,Strategi Korporat,Penguasaan Konsep Dasar,5
p06,Strategi Korporat,Penerapan pada Pekerjaan Harian,5
p06,Strategi Korporat,Penanganan Kasus Kompleks,4
p06,Strategi Korporat,Berbagi Pengetahuan ke Tim,5
p06,Analisis Kompetitif,Penguasaan Konsep Dasar,5
p06,Analisis Kompetitif,Penerapan pada Pekerjaan Harian,5
p06,Analisis Kompetitif,Penanganan Kasus Kompleks,5
p06,Analisis Kompetitif,Berbagi Pengetahuan ke Tim,5
p06,Pemodelan Skenario,Penguasaan Fitur Inti,4
p06,Pemodelan Skenario,Pemakaian dalam Alur Kerja,4
p06,Pemodelan Skenario,Troubleshooting Mandiri,5
p06,Pemodelan Skenario,Optimasi & Otomasi,5
p07,Strategi Korporat,Penguasaan Konsep Dasar,2
p07,Strategi Korporat,Penerapan pada Pekerjaan Harian,2
p07,Strategi Korporat,Penanganan Kasus Kompleks,2
p07,Strategi Korporat,Berbagi Pengetahuan ke Tim,2
p07,Analisis Kompetitif,Penguasaan Konsep Dasar,4
p07,Analisis Kompetitif,Penerapan pada Pekerjaan Harian,4
p07,Analisis Kompetitif,Penanganan Kasus Kompleks,5
p07,Analisis Kompetitif,Berbagi Pengetahuan ke Tim,4
p07,Pemodelan Skenario,Penguasaan Fitur Inti,5
p07,Pemodelan Skenario,Pemakaian dalam Alur Kerja,5
p07,Pemodelan Skenario,Troubleshooting Mandiri,3
p07,Pemodelan Skenario,Optimasi & Otomasi,4
p08,Manajemen Risiko,Penguasaan Konsep Dasar,5
p08,Manajemen Risiko,Penerapan pada Pekerjaan Harian,5
p08,Manajemen Risiko,Penanganan Kasus Kompleks,3
p08,Manajemen Risiko,Berbagi Pengetahuan ke Tim,5
p08,Kepatuhan Regulasi,Pemahaman Ketentuan,4
p08,Kepatuhan Regulasi,Penerapan pada Proses Kerja,5
p08,Kepatuhan Regulasi,Identifikasi Risiko Kepatuhan,4
p08,Kepatuhan Regulasi,Dokumentasi & Pelaporan,4
p08,Audit Internal,Pemahaman Ketentuan,5
p08,Audit Internal,Penerapan pada Proses Kerja,4
p08,Audit Internal,Identifikasi Risiko Kepatuhan,5
p08,Audit Internal,Dokumentasi & Pelaporan,5
p09,Pelaporan Keuangan,Penguasaan Konsep Dasar,5
p09,Pelaporan Keuangan,Penerapan pada Pekerjaan Harian,5
p09,Pelaporan Keuangan,Penanganan Kasus Kompleks,5
p09,Pelaporan Keuangan,Berbagi Pengetahuan ke Tim,5
p09,Analisis Anggaran,Penguasaan Konsep Dasar,5
p09,Analisis Anggaran,Penerapan pada Pekerjaan Harian,5
p09,Analisis Anggaran,Penanganan Kasus Kompleks,4
p09,Analisis Anggaran,Berbagi Pengetahuan ke Tim,5
p09,Manajemen Risiko,Penguasaan Konsep Dasar,4
p09,Manajemen Risiko,Penerapan pada Pekerjaan Harian,4
p09,Manajemen Risiko,Penanganan Kasus Kompleks,4
p09,Manajemen Risiko,Berbagi Pengetahuan ke Tim,4
p09,Kepatuhan Pajak,Pemahaman Ketentuan,5
p09,Kepatuhan Pajak,Penerapan pada Proses Kerja,5
p09,Kepatuhan Pajak,Identifikasi Risiko Kepatuhan,5
p09,Kepatuhan Pajak,Dokumentasi & Pelaporan,5
p09,Standar Akuntansi,Pemahaman Ketentuan,5
p09,Standar Akuntansi,Penerapan pada Proses Kerja,5
p09,Standar Akuntansi,Identifikasi Risiko Kepatuhan,4
p09,Standar Akuntansi,Dokumentasi & Pelaporan,4
p10,Pemodelan Keuangan,Penguasaan Konsep Dasar,3
p10,Pemodelan Keuangan,Penerapan pada Pekerjaan Harian,3
p10,Pemodelan Keuangan,Penanganan Kasus Kompleks,3
p10,Pemodelan Keuangan,Berbagi Pengetahuan ke Tim,3
p10,Analisis Varians,Penguasaan Konsep Dasar,3
p10,Analisis Varians,Penerapan pada Pekerjaan Harian,3
p10,Analisis Varians,Penanganan Kasus Kompleks,3
p10,Analisis Varians,Berbagi Pengetahuan ke Tim,3
p10,Rekonsiliasi,Penguasaan Konsep Dasar,1
p10,Rekonsiliasi,Penerapan pada Pekerjaan Harian,1
p10,Rekonsiliasi,Penanganan Kasus Kompleks,1
p10,Rekonsiliasi,Berbagi Pengetahuan ke Tim,1
p10,Spreadsheet Lanjutan,Penguasaan Fitur Inti,4
p10,Spreadsheet Lanjutan,Pemakaian dalam Alur Kerja,4
p10,Spreadsheet Lanjutan,Troubleshooting Mandiri,2
p10,Spreadsheet Lanjutan,Optimasi & Otomasi,3
p10,Standar Akuntansi,Pemahaman Ketentuan,2
p10,Standar Akuntansi,Penerapan pada Proses Kerja,4
p10,Standar Akuntansi,Identifikasi Risiko Kepatuhan,2
p10,Standar Akuntansi,Dokumentasi & Pelaporan,2
p11,Pemodelan Keuangan,Penguasaan Konsep Dasar,1
p11,Pemodelan Keuangan,Penerapan pada Pekerjaan Harian,1
p11,Pemodelan Keuangan,Penanganan Kasus Kompleks,3
p11,Pemodelan Keuangan,Berbagi Pengetahuan ke Tim,1
p11,Rekonsiliasi,Penguasaan Konsep Dasar,1
p11,Rekonsiliasi,Penerapan pada Pekerjaan Harian,1
p11,Rekonsiliasi,Penanganan Kasus Kompleks,3
p11,Rekonsiliasi,Berbagi Pengetahuan ke Tim,1
p11,Analisis Varians,Penguasaan Konsep Dasar,1
p11,Analisis Varians,Penerapan pada Pekerjaan Harian,1
p11,Analisis Varians,Penanganan Kasus Kompleks,2
p11,Analisis Varians,Berbagi Pengetahuan ke Tim,1
p11,Spreadsheet Lanjutan,Penguasaan Fitur Inti,3
p11,Spreadsheet Lanjutan,Pemakaian dalam Alur Kerja,3
p11,Spreadsheet Lanjutan,Troubleshooting Mandiri,5
p11,Spreadsheet Lanjutan,Optimasi & Otomasi,3
p11,Standar Akuntansi,Pemahaman Ketentuan,3
p11,Standar Akuntansi,Penerapan pada Proses Kerja,2
p11,Standar Akuntansi,Identifikasi Risiko Kepatuhan,4
p11,Standar Akuntansi,Dokumentasi & Pelaporan,4
p12,Pengendalian Internal,Penguasaan Konsep Dasar,5
p12,Pengendalian Internal,Penerapan pada Pekerjaan Harian,5
p12,Pengendalian Internal,Penanganan Kasus Kompleks,4
p12,Pengendalian Internal,Berbagi Pengetahuan ke Tim,5
p12,Pelaporan Keuangan,Penguasaan Konsep Dasar,4
p12,Pelaporan Keuangan,Penerapan pada Pekerjaan Harian,4
p12,Pelaporan Keuangan,Penanganan Kasus Kompleks,4
p12,Pelaporan Keuangan,Berbagi Pengetahuan ke Tim,4
p12,Audit Kepatuhan,Pemahaman Ketentuan,2
p12,Audit Kepatuhan,Penerapan pada Proses Kerja,3
p12,Audit Kepatuhan,Identifikasi Risiko Kepatuhan,2
p12,Audit Kepatuhan,Dokumentasi & Pelaporan,2
p12,Standar Akuntansi,Pemahaman Ketentuan,5
p12,Standar Akuntansi,Penerapan pada Proses Kerja,5
p12,Standar Akuntansi,Identifikasi Risiko Kepatuhan,5
p12,Standar Akuntansi,Dokumentasi & Pelaporan,5
p13,Manajemen Talenta,Penguasaan Konsep Dasar,5
p13,Manajemen Talenta,Penerapan pada Pekerjaan Harian,5
p13,Manajemen Talenta,Penanganan Kasus Kompleks,3
p13,Manajemen Talenta,Berbagi Pengetahuan ke Tim,5
p13,Perencanaan SDM,Penguasaan Konsep Dasar,4
p13,Perencanaan SDM,Penerapan pada Pekerjaan Harian,4
p13,Perencanaan SDM,Penanganan Kasus Kompleks,5
p13,Perencanaan SDM,Berbagi Pengetahuan ke Tim,4
p13,Hubungan Industrial,Pemahaman Ketentuan,3
p13,Hubungan Industrial,Penerapan pada Proses Kerja,2
p13,Hubungan Industrial,Identifikasi Risiko Kepatuhan,4
p13,Hubungan Industrial,Dokumentasi & Pelaporan,4
p13,HRIS,Penguasaan Fitur Inti,4
p13,HRIS,Pemakaian dalam Alur Kerja,4
p13,HRIS,Troubleshooting Mandiri,2
p13,HRIS,Optimasi & Otomasi,3
p14,Manajemen Kinerja,Penguasaan Konsep Dasar,4
p14,Manajemen Kinerja,Penerapan pada Pekerjaan Harian,4
p14,Manajemen Kinerja,Penanganan Kasus Kompleks,5
p14,Manajemen Kinerja,Berbagi Pengetahuan ke Tim,4
p14,Remunerasi,Penguasaan Konsep Dasar,2
p14,Remunerasi,Penerapan pada Pekerjaan Harian,2
p14,Remunerasi,Penanganan Kasus Kompleks,3
p14,Remunerasi,Berbagi Pengetahuan ke Tim,2
p14,Hubungan Industrial,Pemahaman Ketentuan,5
p14,Hubungan Industrial,Penerapan pada Proses Kerja,5
p14,Hubungan Industrial,Identifikasi Risiko Kepatuhan,4
p14,Hubungan Industrial,Dokumentasi & Pelaporan,4
p14,HRIS,Penguasaan Fitur Inti,3
p14,HRIS,Pemakaian dalam Alur Kerja,3
p14,HRIS,Troubleshooting Mandiri,5
p14,HRIS,Optimasi & Otomasi,3
p15,Sourcing Kandidat,Penguasaan Konsep Dasar,4
p15,Sourcing Kandidat,Penerapan pada Pekerjaan Harian,4
p15,Sourcing Kandidat,Penanganan Kasus Kompleks,5
p15,Sourcing Kandidat,Berbagi Pengetahuan ke Tim,4
p15,Teknik Wawancara,Penguasaan Konsep Dasar,4
p15,Teknik Wawancara,Penerapan pada Pekerjaan Harian,4
p15,Teknik Wawancara,Penanganan Kasus Kompleks,5
p15,Teknik Wawancara,Berbagi Pengetahuan ke Tim,4
p15,Employer Branding,Penguasaan Konsep Dasar,4
p15,Employer Branding,Penerapan pada Pekerjaan Harian,4
p15,Employer Branding,Penanganan Kasus Kompleks,4
p15,Employer Branding,Berbagi Pengetahuan ke Tim,4
p15,ATS,Penguasaan Fitur Inti,5
p15,ATS,Pemakaian dalam Alur Kerja,5
p15,ATS,Troubleshooting Mandiri,5
p15,ATS,Optimasi & Otomasi,5
p16,Administrasi Personalia,Penguasaan Konsep Dasar,2
p16,Administrasi Personalia,Penerapan pada Pekerjaan Harian,2
p16,Administrasi Personalia,Penanganan Kasus Kompleks,2
p16,Administrasi Personalia,Berbagi Pengetahuan ke Tim,2
p16,Onboarding,Penguasaan Konsep Dasar,3
p16,Onboarding,Penerapan pada Pekerjaan Harian,3
p16,Onboarding,Penanganan Kasus Kompleks,3
p16,Onboarding,Berbagi Pengetahuan ke Tim,3
p16,Kepatuhan Ketenagakerjaan,Pemahaman Ketentuan,5
p16,Kepatuhan Ketenagakerjaan,Penerapan pada Proses Kerja,3
p16,Kepatuhan Ketenagakerjaan,Identifikasi Risiko Kepatuhan,4
p16,Kepatuhan Ketenagakerjaan,Dokumentasi & Pelaporan,4
p16,HRIS,Penguasaan Fitur Inti,1
p16,HRIS,Pemakaian dalam Alur Kerja,1
p16,HRIS,Troubleshooting Mandiri,1
p16,HRIS,Optimasi & Otomasi,2
p17,Perencanaan Kapasitas,Penguasaan Konsep Dasar,4
p17,Perencanaan Kapasitas,Penerapan pada Pekerjaan Harian,4
p17,Perencanaan Kapasitas,Penanganan Kasus Kompleks,5
p17,Perencanaan Kapasitas,Berbagi Pengetahuan ke Tim,4
p17,Manajemen Rantai Pasok,Penguasaan Konsep Dasar,2
p17,Manajemen Rantai Pasok,Penerapan pada Pekerjaan Harian,2
p17,Manajemen Rantai Pasok,Penanganan Kasus Kompleks,4
p17,Manajemen Rantai Pasok,Berbagi Pengetahuan ke Tim,2
p17,Kendali Mutu,Penguasaan Konsep Dasar,5
p17,Kendali Mutu,Penerapan pada Pekerjaan Harian,5
p17,Kendali Mutu,Penanganan Kasus Kompleks,5
p17,Kendali Mutu,Berbagi Pengetahuan ke Tim,5
p17,Analitik Operasional,Penguasaan Fitur Inti,5
p17,Analitik Operasional,Pemakaian dalam Alur Kerja,5
p17,Analitik Operasional,Troubleshooting Mandiri,5
p17,Analitik Operasional,Optimasi & Otomasi,5
p17,Keselamatan Kerja,Pemahaman Ketentuan,4
p17,Keselamatan Kerja,Penerapan pada Proses Kerja,5
p17,Keselamatan Kerja,Identifikasi Risiko Kepatuhan,4
p17,Keselamatan Kerja,Dokumentasi & Pelaporan,4
p18,Perencanaan Produksi,Penguasaan Konsep Dasar,3
p18,Perencanaan Produksi,Penerapan pada Pekerjaan Harian,3
p18,Perencanaan Produksi,Penanganan Kasus Kompleks,3
p18,Perencanaan Produksi,Berbagi Pengetahuan ke Tim,3
p18,Kendali Mutu,Penguasaan Konsep Dasar,1
p18,Kendali Mutu,Penerapan pada Pekerjaan Harian,1
p18,Kendali Mutu,Penanganan Kasus Kompleks,2
p18,Kendali Mutu,Berbagi Pengetahuan ke Tim,1
p18,Efisiensi Proses,Penguasaan Konsep Dasar,4
p18,Efisiensi Proses,Penerapan pada Pekerjaan Harian,4
p18,Efisiensi Proses,Penanganan Kasus Kompleks,4
p18,Efisiensi Proses,Berbagi Pengetahuan ke Tim,4
p18,Keselamatan Kerja,Pemahaman Ketentuan,5
p18,Keselamatan Kerja,Penerapan pada Proses Kerja,4
p18,Keselamatan Kerja,Identifikasi Risiko Kepatuhan,5
p18,Keselamatan Kerja,Dokumentasi & Pelaporan,5
p19,Manajemen Rantai Pasok,Penguasaan Konsep Dasar,5
p19,Manajemen Rantai Pasok,Penerapan pada Pekerjaan Harian,5
p19,Manajemen Rantai Pasok,Penanganan Kasus Kompleks,5
p19,Manajemen Rantai Pasok,Berbagi Pengetahuan ke Tim,5
p19,Manajemen Vendor,Penguasaan Konsep Dasar,2
p19,Manajemen Vendor,Penerapan pada Pekerjaan Harian,2
p19,Manajemen Vendor,Penanganan Kasus Kompleks,3
p19,Manajemen Vendor,Berbagi Pengetahuan ke Tim,2
p19,Perencanaan Inventori,Penguasaan Konsep Dasar,2
p19,Perencanaan Inventori,Penerapan pada Pekerjaan Harian,2
p19,Perencanaan Inventori,Penanganan Kasus Kompleks,1
p19,Perencanaan Inventori,Berbagi Pengetahuan ke Tim,2
p19,Sistem ERP,Penguasaan Fitur Inti,4
p19,Sistem ERP,Pemakaian dalam Alur Kerja,4
p19,Sistem ERP,Troubleshooting Mandiri,2
p19,Sistem ERP,Optimasi & Otomasi,3
p20,Analitik Operasional,Penguasaan Konsep Dasar,4
p20,Analitik Operasional,Penerapan pada Pekerjaan Harian,4
p20,Analitik Operasional,Penanganan Kasus Kompleks,3
p20,Analitik Operasional,Berbagi Pengetahuan ke Tim,4
p20,Pemetaan Proses,Penguasaan Konsep Dasar,3
p20,Pemetaan Proses,Penerapan pada Pekerjaan Harian,3
p20,Pemetaan Proses,Penanganan Kasus Kompleks,3
p20,Pemetaan Proses,Berbagi Pengetahuan ke Tim,3
p20,Spreadsheet Lanjutan,Penguasaan Fitur Inti,2
p20,Spreadsheet Lanjutan,Pemakaian dalam Alur Kerja,2
p20,Spreadsheet Lanjutan,Troubleshooting Mandiri,4
p20,Spreadsheet Lanjutan,Optimasi & Otomasi,2
p21,Strategi Kampanye,Penguasaan Konsep Dasar,4
p21,Strategi Kampanye,Penerapan pada Pekerjaan Harian,4
p21,Strategi Kampanye,Penanganan Kasus Kompleks,5
p21,Strategi Kampanye,Berbagi Pengetahuan ke Tim,4
p21,Riset Pasar,Penguasaan Konsep Dasar,5
p21,Riset Pasar,Penerapan pada Pekerjaan Harian,5
p21,Riset Pasar,Penanganan Kasus Kompleks,4
p21,Riset Pasar,Berbagi Pengetahuan ke Tim,5
p21,Manajemen Brand,Penguasaan Konsep Dasar,3
p21,Manajemen Brand,Penerapan pada Pekerjaan Harian,3
p21,Manajemen Brand,Penanganan Kasus Kompleks,3
p21,Manajemen Brand,Berbagi Pengetahuan ke Tim,3
p21,Analitik Digital,Penguasaan Fitur Inti,4
p21,Analitik Digital,Pemakaian dalam Alur Kerja,4
p21,Analitik Digital,Troubleshooting Mandiri,2
p21,Analitik Digital,Optimasi & Otomasi,3
p21,Otomasi Pemasaran,Penguasaan Fitur Inti,4
p21,Otomasi Pemasaran,Pemakaian dalam Alur Kerja,4
p21,Otomasi Pemasaran,Troubleshooting Mandiri,5
p21,Otomasi Pemasaran,Optimasi & Otomasi,5
p22,Strategi Kampanye,Penguasaan Konsep Dasar,5
p22,Strategi Kampanye,Penerapan pada Pekerjaan Harian,5
p22,Strategi Kampanye,Penanganan Kasus Kompleks,3
p22,Strategi Kampanye,Berbagi Pengetahuan ke Tim,5
p22,Riset Pasar,Penguasaan Konsep Dasar,5
p22,Riset Pasar,Penerapan pada Pekerjaan Harian,5
p22,Riset Pasar,Penanganan Kasus Kompleks,5
p22,Riset Pasar,Berbagi Pengetahuan ke Tim,5
p22,Analitik Digital,Penguasaan Fitur Inti,2
p22,Analitik Digital,Pemakaian dalam Alur Kerja,2
p22,Analitik Digital,Troubleshooting Mandiri,4
p22,Analitik Digital,Optimasi & Otomasi,2
p23,Manajemen Brand,Penguasaan Konsep Dasar,3
p23,Manajemen Brand,Penerapan pada Pekerjaan Harian,3
p23,Manajemen Brand,Penanganan Kasus Kompleks,2
p23,Manajemen Brand,Berbagi Pengetahuan ke Tim,3
p23,Strategi Kampanye,Penguasaan Konsep Dasar,5
p23,Strategi Kampanye,Penerapan pada Pekerjaan Harian,5
p23,Strategi Kampanye,Penanganan Kasus Kompleks,5
p23,Strategi Kampanye,Berbagi Pengetahuan ke Tim,5
p23,Riset Pasar,Penguasaan Konsep Dasar,1
p23,Riset Pasar,Penerapan pada Pekerjaan Harian,1
p23,Riset Pasar,Penanganan Kasus Kompleks,2
p23,Riset Pasar,Berbagi Pengetahuan ke Tim,1
p24,Eksperimen Pertumbuhan,Penguasaan Konsep Dasar,1
p24,Eksperimen Pertumbuhan,Penerapan pada Pekerjaan Harian,1
p24,Eksperimen Pertumbuhan,Penanganan Kasus Kompleks,2
p24,Eksperimen Pertumbuhan,Berbagi Pengetahuan ke Tim,1
p24,Optimasi Konversi,Penguasaan Konsep Dasar,1
p24,Optimasi Konversi,Penerapan pada Pekerjaan Harian,1
p24,Optimasi Konversi,Penanganan Kasus Kompleks,3
p24,Optimasi Konversi,Berbagi Pengetahuan ke Tim,1
p24,Analitik Digital,Penguasaan Fitur Inti,4
p24,Analitik Digital,Pemakaian dalam Alur Kerja,4
p24,Analitik Digital,Troubleshooting Mandiri,3
p24,Analitik Digital,Optimasi & Otomasi,5
p25,Strategi Brand,Penguasaan Konsep Dasar,4
p25,Strategi Brand,Penerapan pada Pekerjaan Harian,4
p25,Strategi Brand,Penanganan Kasus Kompleks,4
p25,Strategi Brand,Berbagi Pengetahuan ke Tim,4
p25,Riset Pasar,Penguasaan Konsep Dasar,4
p25,Riset Pasar,Penerapan pada Pekerjaan Harian,4
p25,Riset Pasar,Penanganan Kasus Kompleks,4
p25,Riset Pasar,Berbagi Pengetahuan ke Tim,4
p25,Narasi & Positioning,Penguasaan Konsep Dasar,3
p25,Narasi & Positioning,Penerapan pada Pekerjaan Harian,3
p25,Narasi & Positioning,Penanganan Kasus Kompleks,3
p25,Narasi & Positioning,Berbagi Pengetahuan ke Tim,3
p26,Strategi Pendapatan,Penguasaan Konsep Dasar,5
p26,Strategi Pendapatan,Penerapan pada Pekerjaan Harian,5
p26,Strategi Pendapatan,Penanganan Kasus Kompleks,5
p26,Strategi Pendapatan,Berbagi Pengetahuan ke Tim,5
p26,Manajemen Pipeline,Penguasaan Konsep Dasar,3
p26,Manajemen Pipeline,Penerapan pada Pekerjaan Harian,3
p26,Manajemen Pipeline,Penanganan Kasus Kompleks,4
p26,Manajemen Pipeline,Berbagi Pengetahuan ke Tim,3
p26,Penetapan Harga,Penguasaan Konsep Dasar,5
p26,Penetapan Harga,Penerapan pada Pekerjaan Harian,5
p26,Penetapan Harga,Penanganan Kasus Kompleks,3
p26,Penetapan Harga,Berbagi Pengetahuan ke Tim,5
p27,Arahan Kreatif,Penguasaan Konsep Dasar,4
p27,Arahan Kreatif,Penerapan pada Pekerjaan Harian,4
p27,Arahan Kreatif,Penanganan Kasus Kompleks,5
p27,Arahan Kreatif,Berbagi Pengetahuan ke Tim,4
p27,Storytelling Visual,Penguasaan Konsep Dasar,3
p27,Storytelling Visual,Penerapan pada Pekerjaan Harian,3
p27,Storytelling Visual,Penanganan Kasus Kompleks,5
p27,Storytelling Visual,Berbagi Pengetahuan ke Tim,3
p27,Manajemen Produksi,Penguasaan Fitur Inti,4
p27,Manajemen Produksi,Pemakaian dalam Alur Kerja,4
p27,Manajemen Produksi,Troubleshooting Mandiri,3
p27,Manajemen Produksi,Optimasi & Otomasi,3
p28,Arsitektur Sistem,Penguasaan Konsep Dasar,5
p28,Arsitektur Sistem,Penerapan pada Pekerjaan Harian,5
p28,Arsitektur Sistem,Penanganan Kasus Kompleks,4
p28,Arsitektur Sistem,Berbagi Pengetahuan ke Tim,5
p28,Desain Terdistribusi,Penguasaan Konsep Dasar,5
p28,Desain Terdistribusi,Penerapan pada Pekerjaan Harian,5
p28,Desain Terdistribusi,Penanganan Kasus Kompleks,5
p28,Desain Terdistribusi,Berbagi Pengetahuan ke Tim,5
p28,Technical Roadmap,Penguasaan Konsep Dasar,5
p28,Technical Roadmap,Penerapan pada Pekerjaan Harian,5
p28,Technical Roadmap,Penanganan Kasus Kompleks,3
p28,Technical Roadmap,Berbagi Pengetahuan ke Tim,5
p28,Cloud Infrastructure,Penguasaan Fitur Inti,5
p28,Cloud Infrastructure,Pemakaian dalam Alur Kerja,5
p28,Cloud Infrastructure,Troubleshooting Mandiri,4
p28,Cloud Infrastructure,Optimasi & Otomasi,4
p28,Observability,Penguasaan Fitur Inti,4
p28,Observability,Pemakaian dalam Alur Kerja,4
p28,Observability,Troubleshooting Mandiri,3
p28,Observability,Optimasi & Otomasi,5
p29,Perencanaan Strategis,Penguasaan Konsep Dasar,1
p29,Perencanaan Strategis,Penerapan pada Pekerjaan Harian,1
p29,Perencanaan Strategis,Penanganan Kasus Kompleks,3
p29,Perencanaan Strategis,Berbagi Pengetahuan ke Tim,1
p29,Analitik Operasional,Penguasaan Konsep Dasar,4
p29,Analitik Operasional,Penerapan pada Pekerjaan Harian,4
p29,Analitik Operasional,Penanganan Kasus Kompleks,2
p29,Analitik Operasional,Berbagi Pengetahuan ke Tim,4
p29,Pemodelan Skenario,Penguasaan Fitur Inti,2
p29,Pemodelan Skenario,Pemakaian dalam Alur Kerja,2
p29,Pemodelan Skenario,Troubleshooting Mandiri,3
p29,Pemodelan Skenario,Optimasi & Otomasi,2
p30,Eksperimen Pertumbuhan,Penguasaan Konsep Dasar,4
p30,Eksperimen Pertumbuhan,Penerapan pada Pekerjaan Harian,4
p30,Eksperimen Pertumbuhan,Penanganan Kasus Kompleks,5
p30,Eksperimen Pertumbuhan,Berbagi Pengetahuan ke Tim,4
p30,Analitik Digital,Penguasaan Konsep Dasar,3
p30,Analitik Digital,Penerapan pada Pekerjaan Harian,3
